model,H,method,feature,importance_mean
Ridge,1,permutation,WTI,4.582648022186489e-07
Ridge,1,permutation,ret_lag_1,8.716310533362711e-05
Ridge,1,permutation,ret_lag_10,2.5653221672954615e-06
Ridge,1,permutation,ret_lag_2,-4.862828219161547e-06
Ridge,1,permutation,ret_lag_20,-2.0714683530130008e-07
Ridge,1,permutation,ret_lag_5,-1.3935347582258412e-08
Ridge,5,permutation,BBW_20,-8.614243031549815e-06
Ridge,5,permutation,BBW_5,-4.064412338740497e-05
Ridge,5,permutation,BBW_60,1.8868423409196298e-05
Ridge,5,permutation,CN_10Y,-1.270695243304485e-05
Ridge,5,permutation,CN_CPI,-1.8323030221487932e-06
Ridge,5,permutation,CN_Mkt_Index,1.0266629328485721e-05
Ridge,5,permutation,EPU_D,-4.817040712294325e-07
Ridge,5,permutation,Euro_CPI,0.00026692015037717856
Ridge,5,permutation,GDP,-4.9548478938146835e-06
Ridge,5,permutation,GER_10Y,2.6523215967489436e-06
Ridge,5,permutation,GER_3M,-1.1187504133479484e-06
Ridge,5,permutation,GER_Mkt_Index,2.5369199205593585e-08
Ridge,5,permutation,GER_TermSpread,-2.0048065103754068e-05
Ridge,5,permutation,GOLD,6.885797277968395e-06
Ridge,5,permutation,HK_Mkt_Index,-1.962093399031111e-05
Ridge,5,permutation,JP_10Y,1.851633422555231e-07
Ridge,5,permutation,JP_CPI,-6.754783280924287e-05
Ridge,5,permutation,JP_Mkt_Index,1.0299401791436811e-05
Ridge,5,permutation,MA_gap_20,2.0329118592491145e-05
Ridge,5,permutation,MA_gap_5,5.010465673761652e-06
Ridge,5,permutation,MA_gap_60,1.2816355196765605e-05
Ridge,5,permutation,Output_Gap,-1.5894397593002644e-06
Ridge,5,permutation,UK_10Y,-1.6340104163294624e-05
Ridge,5,permutation,UK_3M,7.89041504766558e-06
Ridge,5,permutation,UK_Mkt_Index,-2.517168880634771e-06
Ridge,5,permutation,UK_TermSpread,-2.1723689876129715e-07
Ridge,5,permutation,USD_CNY,-6.681244066444777e-07
Ridge,5,permutation,USD_EUR,0.0002260170925405715
Ridge,5,permutation,USD_Futures,7.727867718343262e-05
Ridge,5,permutation,USD_GBP,1.4723902535143926e-07
Ridge,5,permutation,USD_JPY,1.970093310190466e-05
Ridge,5,permutation,US_10Y,3.1003508683900796e-05
Ridge,5,permutation,US_3M,2.0345607021875984e-05
Ridge,5,permutation,US_CPI,8.996546469269236e-05
Ridge,5,permutation,US_Mkt_Index,1.310499865606844e-06
Ridge,5,permutation,US_TermSpread,-7.634956544209812e-06
Ridge,5,permutation,VIX,2.42310781230907e-05
Ridge,5,permutation,WTI,-1.163352855616949e-05
Ridge,5,permutation,ret_lag_1,0.000206963124545331
Ridge,5,permutation,ret_lag_10,1.9833110796966547e-07
Ridge,5,permutation,ret_lag_2,-3.4008608311297424e-07
Ridge,5,permutation,ret_lag_20,-5.401167792322161e-07
Ridge,5,permutation,ret_lag_5,-2.257255021510544e-06
Ridge,10,permutation,BBW_20,-4.441084480615515e-05
Ridge,10,permutation,BBW_5,-4.269864006183146e-05
Ridge,10,permutation,BBW_60,2.83853461063837e-05
Ridge,10,permutation,CN_10Y,-2.172623510285012e-05
Ridge,10,permutation,CN_CPI,-1.0730275838879602e-06
Ridge,10,permutation,CN_Mkt_Index,-9.358095685591292e-06
Ridge,10,permutation,EPU_D,9.57156772318854e-09
Ridge,10,permutation,Euro_CPI,0.0006855022157453547
Ridge,10,permutation,GDP,-1.0237950610675367e-05
Ridge,10,permutation,GER_10Y,-1.9461259439340873e-05
Ridge,10,permutation,GER_3M,6.601864288116899e-07
Ridge,10,permutation,GER_Mkt_Index,-3.851671007603933e-06
Ridge,10,permutation,GER_TermSpread,-6.669597366391509e-05
Ridge,10,permutation,GOLD,-2.955708997775007e-06
Ridge,10,permutation,HK_Mkt_Index,-1.326412946831597e-05
Ridge,10,permutation,JP_10Y,3.997316307924846e-05
Ridge,10,permutation,JP_CPI,-0.000141688904492446
Ridge,10,permutation,JP_Mkt_Index,1.4038802633002574e-05
Ridge,10,permutation,MA_gap_20,4.4613304482283965e-05
Ridge,10,permutation,MA_gap_5,-6.057018159249398e-06
Ridge,10,permutation,MA_gap_60,1.266666226874721e-06
Ridge,10,permutation,Output_Gap,-3.521244332095889e-06
Ridge,10,permutation,UK_10Y,-4.093493611531887e-05
Ridge,10,permutation,UK_3M,2.280201820625194e-05
Ridge,10,permutation,UK_Mkt_Index,-1.7651155630410683e-06
Ridge,10,permutation,UK_TermSpread,3.2941024044115815e-05
Ridge,10,permutation,USD_CNY,-4.241240007354442e-07
Ridge,10,permutation,USD_EUR,0.00015799814523224763
Ridge,10,permutation,USD_Futures,1.1751944566876873e-05
Ridge,10,permutation,USD_GBP,3.985165882984747e-06
Ridge,10,permutation,USD_JPY,4.1765240065171014e-05
Ridge,10,permutation,US_10Y,0.00010204295505934318
Ridge,10,permutation,US_3M,7.760027313805959e-05
Ridge,10,permutation,US_CPI,0.00013003302796356036
Ridge,10,permutation,US_Mkt_Index,1.8578588505322222e-06
Ridge,10,permutation,US_TermSpread,-1.4386448768384557e-05
Ridge,10,permutation,VIX,6.495509848022879e-05
Ridge,10,permutation,WTI,-1.3021999296712034e-05
Ridge,10,permutation,ret_lag_1,6.142931427455298e-05
Ridge,10,permutation,ret_lag_10,1.751848750412065e-06
Ridge,10,permutation,ret_lag_2,-3.829961683495463e-07
Ridge,10,permutation,ret_lag_20,3.509087916580904e-07
Ridge,10,permutation,ret_lag_5,-9.534440332876156e-07
Ridge,20,permutation,BBW_20,-0.00016228019036232646
Ridge,20,permutation,BBW_5,-0.00012474652857361848
Ridge,20,permutation,BBW_60,1.476234208511061e-05
Ridge,20,permutation,CN_10Y,-2.5489219696244184e-05
Ridge,20,permutation,CN_CPI,1.1711144768257934e-05
Ridge,20,permutation,CN_Mkt_Index,9.595550052108127e-06
Ridge,20,permutation,EPU_D,-3.956612730186282e-07
Ridge,20,permutation,Euro_CPI,0.0014335976778235575
Ridge,20,permutation,GDP,-4.759176151697507e-05
Ridge,20,permutation,GER_10Y,-0.0001225325939107374
Ridge,20,permutation,GER_3M,3.301234845000783e-05
Ridge,20,permutation,GER_Mkt_Index,4.490020625688294e-07
Ridge,20,permutation,GER_TermSpread,-0.00013843597131838237
Ridge,20,permutation,GOLD,-1.9678971012551032e-06
Ridge,20,permutation,HK_Mkt_Index,-2.5770638616156473e-05
Ridge,20,permutation,JP_10Y,4.690499041246602e-05
Ridge,20,permutation,JP_CPI,-0.0003901997567113886
Ridge,20,permutation,JP_Mkt_Index,-2.059922806824165e-06
Ridge,20,permutation,MA_gap_20,-1.075872306285103e-05
Ridge,20,permutation,MA_gap_5,1.0358097669330026e-05
Ridge,20,permutation,MA_gap_60,-4.7899995882223383e-05
Ridge,20,permutation,Output_Gap,-5.805376186688275e-07
Ridge,20,permutation,UK_10Y,-0.00013523298824398984
Ridge,20,permutation,UK_3M,-1.0149435095743994e-05
Ridge,20,permutation,UK_Mkt_Index,-1.3327833188454143e-06
Ridge,20,permutation,UK_TermSpread,-1.3866151491618048e-05
Ridge,20,permutation,USD_CNY,2.1815263019180395e-06
Ridge,20,permutation,USD_EUR,0.00012039876121421209
Ridge,20,permutation,USD_Futures,-1.154243917698184e-06
Ridge,20,permutation,USD_GBP,-4.2584958872991683e-07
Ridge,20,permutation,USD_JPY,2.4713873086948427e-05
Ridge,20,permutation,US_10Y,0.0004432300103381457
Ridge,20,permutation,US_3M,0.0001972862193965625
Ridge,20,permutation,US_CPI,5.23136593223976e-05
Ridge,20,permutation,US_Mkt_Index,-5.884491146434534e-07
Ridge,20,permutation,US_TermSpread,-7.833280594223035e-05
Ridge,20,permutation,VIX,0.0002776681013740612
Ridge,20,permutation,WTI,-3.0290298375911357e-05
Ridge,20,permutation,ret_lag_1,3.9996736277817857e-05
Ridge,20,permutation,ret_lag_10,5.723710597863855e-06
Ridge,20,permutation,ret_lag_2,-1.0254726480978684e-06
Ridge,20,permutation,ret_lag_20,2.8709057987871144e-07
Ridge,20,permutation,ret_lag_5,3.6276770313706652e-06
XGBoost,1,permutation,BBW_20,-7.828113406580046e-07
XGBoost,1,permutation,BBW_5,-5.936390388193782e-07
XGBoost,1,permutation,BBW_60,-9.66828400688115e-08
XGBoost,1,permutation,CN_10Y,-4.094960914632259e-08
XGBoost,1,permutation,CN_CPI,8.307808309338877e-07
XGBoost,1,permutation,CN_Mkt_Index,2.3064299137896657e-07
XGBoost,1,permutation,EPU_D,1.4745730143435286e-07
XGBoost,1,permutation,Euro_CPI,2.1379689673219483e-07
XGBoost,1,permutation,GDP,1.0846736390192046e-08
XGBoost,1,permutation,GER_10Y,8.772641386811888e-08
XGBoost,1,permutation,GER_3M,-4.180630793257461e-07
XGBoost,1,permutation,GER_Mkt_Index,-7.72919578805312e-07
XGBoost,1,permutation,GER_TermSpread,-2.776129602453289e-07
XGBoost,1,permutation,GOLD,1.7711204440075533e-07
XGBoost,1,permutation,HK_Mkt_Index,-3.742073299507971e-07
XGBoost,1,permutation,JP_10Y,8.273939088764042e-10
XGBoost,1,permutation,JP_CPI,-2.4395362245823167e-06
XGBoost,1,permutation,JP_Mkt_Index,1.8123205423750556e-06
XGBoost,1,permutation,MA_gap_20,7.588478843000351e-07
XGBoost,1,permutation,MA_gap_5,9.976256785076675e-07
XGBoost,1,permutation,MA_gap_60,6.833145018801358e-07
XGBoost,1,permutation,Output_Gap,3.343983190681518e-07
XGBoost,1,permutation,UK_10Y,7.135584111945782e-08
XGBoost,1,permutation,UK_3M,1.8289512561490035e-08
XGBoost,1,permutation,UK_Mkt_Index,-1.906209126333952e-07
XGBoost,1,permutation,UK_TermSpread,-4.440741328998755e-07
XGBoost,1,permutation,USD_CNY,4.7643808900371646e-07
XGBoost,1,permutation,USD_EUR,9.672177281467679e-06
XGBoost,1,permutation,USD_Futures,-5.939050869542663e-07
XGBoost,1,permutation,USD_GBP,-1.2229783101206021e-06
XGBoost,1,permutation,USD_JPY,2.3561430649494783e-07
XGBoost,1,permutation,US_10Y,-1.013851097591504e-06
XGBoost,1,permutation,US_3M,8.259065639360639e-08
XGBoost,1,permutation,US_CPI,-7.142697071993016e-07
XGBoost,1,permutation,US_Mkt_Index,2.3417520456734936e-05
XGBoost,1,permutation,US_TermSpread,6.357678084932614e-09
XGBoost,1,permutation,VIX,-4.0600759539173874e-07
XGBoost,1,permutation,WTI,-7.274742078860762e-07
XGBoost,1,permutation,ret_lag_1,5.5218914304910115e-06
XGBoost,1,permutation,ret_lag_10,-1.4161459991048637e-07
XGBoost,1,permutation,ret_lag_2,-1.954399286135597e-06
XGBoost,1,permutation,ret_lag_20,-5.9033140519481095e-06
XGBoost,1,permutation,ret_lag_5,-5.52895874682686e-07
XGBoost,1,treeshap_xgb,BBW_20,2.0255623562784546e-05
XGBoost,1,treeshap_xgb,BBW_5,2.9254768599678976e-06
XGBoost,1,treeshap_xgb,BBW_60,1.5911091002242363e-05
XGBoost,1,treeshap_xgb,CN_10Y,4.208613968317168e-06
XGBoost,1,treeshap_xgb,CN_CPI,2.0757755858023694e-05
XGBoost,1,treeshap_xgb,CN_Mkt_Index,3.3862185321939593e-06
XGBoost,1,treeshap_xgb,EPU_D,9.19974171960643e-06
XGBoost,1,treeshap_xgb,Euro_CPI,4.100582252765496e-05
XGBoost,1,treeshap_xgb,GDP,5.298690772874764e-07
XGBoost,1,treeshap_xgb,GER_10Y,4.007116105741703e-06
XGBoost,1,treeshap_xgb,GER_3M,8.748897460239621e-06
XGBoost,1,treeshap_xgb,GER_Mkt_Index,6.828753434141667e-06
XGBoost,1,treeshap_xgb,GER_TermSpread,5.790147479028501e-06
XGBoost,1,treeshap_xgb,GOLD,9.026581960210319e-06
XGBoost,1,treeshap_xgb,HK_Mkt_Index,6.124820998052569e-06
XGBoost,1,treeshap_xgb,JP_10Y,2.167215793971647e-06
XGBoost,1,treeshap_xgb,JP_CPI,0.00021082058152092646
XGBoost,1,treeshap_xgb,JP_Mkt_Index,3.10307687696705e-05
XGBoost,1,treeshap_xgb,MA_gap_20,1.0797590761826172e-05
XGBoost,1,treeshap_xgb,MA_gap_5,2.0438501279214335e-05
XGBoost,1,treeshap_xgb,MA_gap_60,1.0471615622476304e-05
XGBoost,1,treeshap_xgb,Output_Gap,1.0093776085328943e-05
XGBoost,1,treeshap_xgb,UK_10Y,9.242872736010483e-06
XGBoost,1,treeshap_xgb,UK_3M,2.4406094015681966e-06
XGBoost,1,treeshap_xgb,UK_Mkt_Index,4.087309195243948e-06
XGBoost,1,treeshap_xgb,UK_TermSpread,9.032969212450945e-06
XGBoost,1,treeshap_xgb,USD_CNY,1.1566106539592855e-05
XGBoost,1,treeshap_xgb,USD_EUR,9.659889248133688e-05
XGBoost,1,treeshap_xgb,USD_Futures,3.352307376681474e-05
XGBoost,1,treeshap_xgb,USD_GBP,1.876963372253797e-05
XGBoost,1,treeshap_xgb,USD_JPY,1.7707561252447358e-05
XGBoost,1,treeshap_xgb,US_10Y,9.666535448418103e-06
XGBoost,1,treeshap_xgb,US_3M,1.5427908002997406e-05
XGBoost,1,treeshap_xgb,US_CPI,5.2600139165529196e-05
XGBoost,1,treeshap_xgb,US_Mkt_Index,0.00010025590509522354
XGBoost,1,treeshap_xgb,US_TermSpread,2.366600846152004e-05
XGBoost,1,treeshap_xgb,VIX,1.195938690781642e-05
XGBoost,1,treeshap_xgb,WTI,8.588763092587681e-06
XGBoost,1,treeshap_xgb,ret_lag_1,3.950181136944495e-05
XGBoost,1,treeshap_xgb,ret_lag_10,5.310652211945224e-06
XGBoost,1,treeshap_xgb,ret_lag_2,1.3785550977076668e-05
XGBoost,1,treeshap_xgb,ret_lag_20,2.599293874654167e-05
XGBoost,1,treeshap_xgb,ret_lag_5,1.608517448255805e-05
XGBoost,5,permutation,BBW_20,1.2069523568060567e-05
XGBoost,5,permutation,BBW_5,-9.342683283324767e-06
XGBoost,5,permutation,BBW_60,-1.6071113926598504e-05
XGBoost,5,permutation,CN_10Y,-8.336299147804665e-07
XGBoost,5,permutation,CN_CPI,1.508099310294756e-05
XGBoost,5,permutation,CN_Mkt_Index,8.117548295988432e-08
XGBoost,5,permutation,EPU_D,-4.977157689321289e-09
XGBoost,5,permutation,Euro_CPI,5.308162711460476e-06
XGBoost,5,permutation,GDP,1.1307447798964859e-07
XGBoost,5,permutation,GER_10Y,-6.55624423297398e-06
XGBoost,5,permutation,GER_3M,6.664388739771087e-06
XGBoost,5,permutation,GER_Mkt_Index,1.910088851022873e-09
XGBoost,5,permutation,GER_TermSpread,-7.198302540736384e-07
XGBoost,5,permutation,GOLD,-1.5133167189615887e-06
XGBoost,5,permutation,HK_Mkt_Index,1.7718343682380034e-06
XGBoost,5,permutation,JP_10Y,2.1019084611698777e-07
XGBoost,5,permutation,JP_CPI,-4.8607343221180986e-05
XGBoost,5,permutation,JP_Mkt_Index,1.5666113972959215e-06
XGBoost,5,permutation,MA_gap_20,2.933861325489028e-06
XGBoost,5,permutation,MA_gap_5,-3.330303461356934e-06
XGBoost,5,permutation,MA_gap_60,-3.163143414209869e-06
XGBoost,5,permutation,Output_Gap,-3.427316114339622e-06
XGBoost,5,permutation,UK_10Y,-7.441303580606475e-06
XGBoost,5,permutation,UK_3M,6.858686504390051e-06
XGBoost,5,permutation,UK_Mkt_Index,-8.32502630200407e-06
XGBoost,5,permutation,UK_TermSpread,-4.26721757360791e-06
XGBoost,5,permutation,USD_CNY,-3.4619279331463084e-07
XGBoost,5,permutation,USD_EUR,-4.4134888921706803e-07
XGBoost,5,permutation,USD_Futures,-2.4133361659710946e-07
XGBoost,5,permutation,USD_GBP,-5.4619511785378745e-06
XGBoost,5,permutation,USD_JPY,-1.0510071516358325e-06
XGBoost,5,permutation,US_10Y,-6.582495492614525e-05
XGBoost,5,permutation,US_3M,-5.492022900230423e-07
XGBoost,5,permutation,US_CPI,-6.306968598570748e-06
XGBoost,5,permutation,US_Mkt_Index,-8.740344052989665e-06
XGBoost,5,permutation,US_TermSpread,-3.833153983328349e-08
XGBoost,5,permutation,VIX,-1.1608591839249077e-05
XGBoost,5,permutation,WTI,1.8163292462112054e-07
XGBoost,5,permutation,ret_lag_1,-3.7691015908113866e-07
XGBoost,5,permutation,ret_lag_10,-1.6356100437119798e-07
XGBoost,5,permutation,ret_lag_2,-3.495405611539841e-06
XGBoost,5,permutation,ret_lag_20,-4.744944352534688e-06
XGBoost,5,permutation,ret_lag_5,-3.7220141899049446e-07
XGBoost,5,treeshap_xgb,BBW_20,0.00022126314905944054
XGBoost,5,treeshap_xgb,BBW_5,2.2408244247442878e-05
XGBoost,5,treeshap_xgb,BBW_60,9.97111083297814e-05
XGBoost,5,treeshap_xgb,CN_10Y,0.00010162985543231755
XGBoost,5,treeshap_xgb,CN_CPI,0.00015327731042005425
XGBoost,5,treeshap_xgb,CN_Mkt_Index,5.521457487979255e-07
XGBoost,5,treeshap_xgb,EPU_D,2.5556491553632783e-06
XGBoost,5,treeshap_xgb,Euro_CPI,0.0001202533344071157
XGBoost,5,treeshap_xgb,GDP,1.360920242017823e-05
XGBoost,5,treeshap_xgb,GER_10Y,5.336838952447382e-05
XGBoost,5,treeshap_xgb,GER_3M,6.472291277139054e-05
XGBoost,5,treeshap_xgb,GER_Mkt_Index,7.976588040651837e-07
XGBoost,5,treeshap_xgb,GER_TermSpread,1.9217733945363245e-05
XGBoost,5,treeshap_xgb,GOLD,1.2406896988412316e-05
XGBoost,5,treeshap_xgb,HK_Mkt_Index,1.4037528011293625e-05
XGBoost,5,treeshap_xgb,JP_10Y,1.8972653065616583e-05
XGBoost,5,treeshap_xgb,JP_CPI,0.0014302785535078696
XGBoost,5,treeshap_xgb,JP_Mkt_Index,2.3331909208512093e-06
XGBoost,5,treeshap_xgb,MA_gap_20,5.35456291726331e-05
XGBoost,5,treeshap_xgb,MA_gap_5,1.0787465970298473e-05
XGBoost,5,treeshap_xgb,MA_gap_60,0.00010574766201898456
XGBoost,5,treeshap_xgb,Output_Gap,5.691906116951302e-05
XGBoost,5,treeshap_xgb,UK_10Y,0.00022515597516463163
XGBoost,5,treeshap_xgb,UK_3M,2.7542199428327224e-05
XGBoost,5,treeshap_xgb,UK_Mkt_Index,1.6055898585536114e-05
XGBoost,5,treeshap_xgb,UK_TermSpread,8.993810019632833e-05
XGBoost,5,treeshap_xgb,USD_CNY,3.1467390113915385e-06
XGBoost,5,treeshap_xgb,USD_EUR,3.843783470205e-06
XGBoost,5,treeshap_xgb,USD_Futures,8.370186352552795e-07
XGBoost,5,treeshap_xgb,USD_GBP,8.499339434967771e-06
XGBoost,5,treeshap_xgb,USD_JPY,3.56243832376967e-06
XGBoost,5,treeshap_xgb,US_10Y,0.00044280426147845384
XGBoost,5,treeshap_xgb,US_3M,0.000348237232665761
XGBoost,5,treeshap_xgb,US_CPI,0.00040914248755733433
XGBoost,5,treeshap_xgb,US_Mkt_Index,1.2709898303885868e-05
XGBoost,5,treeshap_xgb,US_TermSpread,0.00025322070890782726
XGBoost,5,treeshap_xgb,VIX,2.11982819687487e-05
XGBoost,5,treeshap_xgb,WTI,5.6161151885159624e-06
XGBoost,5,treeshap_xgb,ret_lag_1,5.7111023957568745e-06
XGBoost,5,treeshap_xgb,ret_lag_10,1.3017560372584224e-06
XGBoost,5,treeshap_xgb,ret_lag_2,6.206753339852553e-06
XGBoost,5,treeshap_xgb,ret_lag_20,1.7062797459820523e-05
XGBoost,5,treeshap_xgb,ret_lag_5,3.221225944769599e-06
XGBoost,10,permutation,BBW_20,-8.188852788564195e-06
XGBoost,10,permutation,BBW_5,2.3649762901740865e-07
XGBoost,10,permutation,BBW_60,-5.692023294908888e-05
XGBoost,10,permutation,CN_10Y,3.181723194932053e-05
XGBoost,10,permutation,CN_CPI,4.940556849513865e-05
XGBoost,10,permutation,CN_Mkt_Index,9.299496643540257e-08
XGBoost,10,permutation,EPU_D,4.688441826964344e-20
XGBoost,10,permutation,Euro_CPI,1.76598722581517e-05
XGBoost,10,permutation,GDP,-1.5432988469181273e-05
XGBoost,10,permutation,GER_10Y,-1.7033403691463336e-05
XGBoost,10,permutation,GER_3M,-2.0772719035660948e-05
XGBoost,10,permutation,GER_Mkt_Index,4.688441826964344e-20
XGBoost,10,permutation,GER_TermSpread,-1.4231534344924692e-06
XGBoost,10,permutation,GOLD,4.688441826964344e-20
XGBoost,10,permutation,HK_Mkt_Index,4.688441826964344e-20
XGBoost,10,permutation,JP_10Y,7.74630116020958e-06
XGBoost,10,permutation,JP_CPI,-9.547282097129734e-05
XGBoost,10,permutation,JP_Mkt_Index,-2.012554920918898e-08
XGBoost,10,permutation,MA_gap_20,-1.8687619187318686e-06
XGBoost,10,permutation,MA_gap_5,-8.420819166823405e-07
XGBoost,10,permutation,MA_gap_60,1.2330449906593548e-06
XGBoost,10,permutation,Output_Gap,-2.733117873911327e-05
XGBoost,10,permutation,UK_10Y,1.3210273625188746e-05
XGBoost,10,permutation,UK_3M,1.3649243940241561e-06
XGBoost,10,permutation,UK_Mkt_Index,-4.378425035327769e-07
XGBoost,10,permutation,UK_TermSpread,1.1280076365639749e-06
XGBoost,10,permutation,USD_CNY,1.7330188044616562e-07
XGBoost,10,permutation,USD_EUR,-6.89677645366098e-09
XGBoost,10,permutation,USD_Futures,-2.8442028914688916e-07
XGBoost,10,permutation,USD_GBP,-2.0404452403473872e-07
XGBoost,10,permutation,USD_JPY,-8.146171679256469e-07
XGBoost,10,permutation,US_10Y,-0.00014071969416179953
XGBoost,10,permutation,US_3M,-1.455878296713253e-05
XGBoost,10,permutation,US_CPI,-2.2788900159387e-05
XGBoost,10,permutation,US_Mkt_Index,4.688441826964344e-20
XGBoost,10,permutation,US_TermSpread,2.5970584084731755e-06
XGBoost,10,permutation,VIX,-2.0519330136221333e-05
XGBoost,10,permutation,WTI,8.034107326436071e-08
XGBoost,10,permutation,ret_lag_1,4.688441826964344e-20
XGBoost,10,permutation,ret_lag_10,9.453228493908399e-08
XGBoost,10,permutation,ret_lag_2,-6.98830081502398e-08
XGBoost,10,permutation,ret_lag_20,4.688441826964344e-20
XGBoost,10,permutation,ret_lag_5,-4.4870818157590255e-08
XGBoost,10,treeshap_xgb,BBW_20,0.00022998779211382106
XGBoost,10,treeshap_xgb,BBW_5,3.842104933207915e-06
XGBoost,10,treeshap_xgb,BBW_60,0.00023242272780751936
XGBoost,10,treeshap_xgb,CN_10Y,0.00030386105007326823
XGBoost,10,treeshap_xgb,CN_CPI,0.0003098500873838438
XGBoost,10,treeshap_xgb,CN_Mkt_Index,1.0648488021437565e-06
XGBoost,10,treeshap_xgb,EPU_D,1.0808478820665088e-08
XGBoost,10,treeshap_xgb,Euro_CPI,0.00027181049203185513
XGBoost,10,treeshap_xgb,GDP,6.660793922099008e-05
XGBoost,10,treeshap_xgb,GER_10Y,9.384355109579849e-05
XGBoost,10,treeshap_xgb,GER_3M,6.019159666942181e-05
XGBoost,10,treeshap_xgb,GER_Mkt_Index,4.871529006015555e-09
XGBoost,10,treeshap_xgb,GER_TermSpread,3.6425215426248e-05
XGBoost,10,treeshap_xgb,GOLD,2.8720253370723897e-08
XGBoost,10,treeshap_xgb,HK_Mkt_Index,3.1856420012421016e-08
XGBoost,10,treeshap_xgb,JP_10Y,6.542486052411905e-05
XGBoost,10,treeshap_xgb,JP_CPI,0.0029977210860296683
XGBoost,10,treeshap_xgb,JP_Mkt_Index,1.0012939714602613e-06
XGBoost,10,treeshap_xgb,MA_gap_20,8.071837992001501e-05
XGBoost,10,treeshap_xgb,MA_gap_5,1.736441259244989e-05
XGBoost,10,treeshap_xgb,MA_gap_60,0.00025480278624879273
XGBoost,10,treeshap_xgb,Output_Gap,0.00021361140199980974
XGBoost,10,treeshap_xgb,UK_10Y,0.000509121737637985
XGBoost,10,treeshap_xgb,UK_3M,4.827551983170623e-05
XGBoost,10,treeshap_xgb,UK_Mkt_Index,5.607151242534078e-07
XGBoost,10,treeshap_xgb,UK_TermSpread,0.00017443727046082967
XGBoost,10,treeshap_xgb,USD_CNY,2.8030843328156766e-07
XGBoost,10,treeshap_xgb,USD_EUR,1.1034657900934788e-07
XGBoost,10,treeshap_xgb,USD_Futures,2.3602068230152203e-07
XGBoost,10,treeshap_xgb,USD_GBP,8.196777180365963e-07
XGBoost,10,treeshap_xgb,USD_JPY,8.203218407737262e-07
XGBoost,10,treeshap_xgb,US_10Y,0.0002833669012624022
XGBoost,10,treeshap_xgb,US_3M,0.0010807586785066068
XGBoost,10,treeshap_xgb,US_CPI,0.000979809344367036
XGBoost,10,treeshap_xgb,US_Mkt_Index,2.9297524022424753e-08
XGBoost,10,treeshap_xgb,US_TermSpread,0.0005723151301247748
XGBoost,10,treeshap_xgb,VIX,4.421694390928039e-05
XGBoost,10,treeshap_xgb,WTI,1.3180227494398718e-06
XGBoost,10,treeshap_xgb,ret_lag_1,1.0632162672196943e-07
XGBoost,10,treeshap_xgb,ret_lag_10,3.4857194925058827e-07
XGBoost,10,treeshap_xgb,ret_lag_2,5.220724972332391e-07
XGBoost,10,treeshap_xgb,ret_lag_20,1.0435526768240968e-07
XGBoost,10,treeshap_xgb,ret_lag_5,1.223586603809717e-07
XGBoost,20,permutation,BBW_20,-7.582613612997894e-06
XGBoost,20,permutation,BBW_5,1.2981013194490668e-08
XGBoost,20,permutation,BBW_60,-0.0003001568336075688
XGBoost,20,permutation,CN_10Y,2.0238953429219193e-05
XGBoost,20,permutation,CN_CPI,6.165877442285875e-05
XGBoost,20,permutation,CN_Mkt_Index,4.688441826964344e-20
XGBoost,20,permutation,EPU_D,4.688441826964344e-20
XGBoost,20,permutation,Euro_CPI,8.678090155555674e-05
XGBoost,20,permutation,GDP,-4.277598080250182e-05
XGBoost,20,permutation,GER_10Y,-6.284575493305793e-05
XGBoost,20,permutation,GER_3M,1.0064086446654396e-05
XGBoost,20,permutation,GER_Mkt_Index,4.688441826964344e-20
XGBoost,20,permutation,GER_TermSpread,-6.228689552109729e-06
XGBoost,20,permutation,GOLD,4.688441826964344e-20
XGBoost,20,permutation,HK_Mkt_Index,4.688441826964344e-20
XGBoost,20,permutation,JP_10Y,1.7257180914448137e-05
XGBoost,20,permutation,JP_CPI,-0.000256258617480535
XGBoost,20,permutation,JP_Mkt_Index,4.688441826964344e-20
XGBoost,20,permutation,MA_gap_20,-3.341908958397106e-05
XGBoost,20,permutation,MA_gap_5,4.688441826964344e-20
XGBoost,20,permutation,MA_gap_60,-0.00026003437788354224
XGBoost,20,permutation,Output_Gap,-8.760667755230872e-05
XGBoost,20,permutation,UK_10Y,5.862952799874367e-05
XGBoost,20,permutation,UK_3M,3.8090742661619853e-05
XGBoost,20,permutation,UK_Mkt_Index,4.688441826964344e-20
XGBoost,20,permutation,UK_TermSpread,-6.935969691598135e-06
XGBoost,20,permutation,USD_CNY,4.688441826964344e-20
XGBoost,20,permutation,USD_EUR,4.688441826964344e-20
XGBoost,20,permutation,USD_Futures,4.688441826964344e-20
XGBoost,20,permutation,USD_GBP,-8.43218822407825e-09
XGBoost,20,permutation,USD_JPY,4.688441826964344e-20
XGBoost,20,permutation,US_10Y,3.3614806009500496e-05
XGBoost,20,permutation,US_3M,-2.8150440151636153e-05
XGBoost,20,permutation,US_CPI,-3.799799824787031e-05
XGBoost,20,permutation,US_Mkt_Index,4.688441826964344e-20
XGBoost,20,permutation,US_TermSpread,-1.9985766672881714e-05
XGBoost,20,permutation,VIX,-2.2389823566236843e-05
XGBoost,20,permutation,WTI,4.688441826964344e-20
XGBoost,20,permutation,ret_lag_1,4.688441826964344e-20
XGBoost,20,permutation,ret_lag_10,4.688441826964344e-20
XGBoost,20,permutation,ret_lag_2,-5.123382915880581e-09
XGBoost,20,permutation,ret_lag_20,4.688441826964344e-20
